chemName,GeneId,action,chemId
diclofenac,UGT1A3,unknown,CHEMBL139
diclofenac,UGT1A9,unknown,CHEMBL139
diclofenac,UGT2B4,unknown,CHEMBL139
diclofenac,ALOX5,unknown,CHEMBL139
diclofenac,PLA2G2A,unknown,CHEMBL139
diclofenac,TTR,unknown,CHEMBL139
diclofenac,ALB,unknown,CHEMBL139
diclofenac,SLC22A6,unknown,CHEMBL139
diclofenac,ABCC4,unknown,CHEMBL139
diclofenac,ABCC1,unknown,CHEMBL139
diclofenac,SLC22A8,unknown,CHEMBL139
diclofenac,SLC22A11,unknown,CHEMBL139
diclofenac,SLCO1C1,unknown,CHEMBL139
diclofenac,SLCO1B1,unknown,CHEMBL139
diclofenac,ABCB11,no,CHEMBL139
diclofenac,SCN4A,unknown,CHEMBL139
diclofenac,ASIC1,unknown,CHEMBL139
diclofenac,KCNQ2,unknown,CHEMBL139
diclofenac,KCNQ3,unknown,CHEMBL139
diclofenac,ABCB1,unknown,CHEMBL139
cinalukast,CYSLTR1,yes,CHEMBL283754
fluticasone propionate,NR3C1,yes,CHEMBL1473
fluticasone propionate,PGR,unknown,CHEMBL1473
fluticasone propionate,PLA2G4A,unknown,CHEMBL1473
fluticasone propionate,NR3C2,unknown,CHEMBL1473
fluticasone propionate,CYP3A4,unknown,CHEMBL1473
fluticasone propionate,CYP3A5,unknown,CHEMBL1473
fluticasone propionate,CYP3A7,unknown,CHEMBL1473
fluticasone propionate,CYP2C8,no,CHEMBL1473
fluticasone propionate,SERPINA6,unknown,CHEMBL1473
fluticasone propionate,SLCO1B1,no,CHEMBL1473
fluticasone propionate,ABCB1,unknown,CHEMBL1473
fluticasone propionate,SLCO1B1,unknown,CHEMBL1473
lisuride,DRD2,yes,CHEMBL157138
lisuride,DRD3,yes,CHEMBL157138
lisuride,DRD4,yes,CHEMBL157138
lisuride,DRD1,unknown,CHEMBL157138
lisuride,DRD5,unknown,CHEMBL157138
lisuride,HTR1A,unknown,CHEMBL157138
lisuride,HTR1D,unknown,CHEMBL157138
lisuride,HTR2B,unknown,CHEMBL157138
lisuride,HTR2A,yes,CHEMBL157138
lisuride,HTR2C,yes,CHEMBL157138
lisuride,HTR1B,unknown,CHEMBL157138
lisuride,ADRA2A,unknown,CHEMBL157138
lisuride,ADRA2B,unknown,CHEMBL157138
lisuride,ADRA2C,unknown,CHEMBL157138
lisuride,HTR7,unknown,CHEMBL157138
lisuride,CYP3A4,unknown,CHEMBL157138
doxazosin,ADRA1A,yes,CHEMBL707
doxazosin,ADRA1D,yes,CHEMBL707
doxazosin,KCNH7,unknown,CHEMBL707
doxazosin,ADRA1B,unknown,CHEMBL707
doxazosin,CYP3A4,no,CHEMBL707
doxazosin,CYP2C19,unknown,CHEMBL707
doxazosin,CYP2C9,unknown,CHEMBL707
doxazosin,CYP2D6,unknown,CHEMBL707
doxazosin,ABCB1,unknown,CHEMBL707
doxazosin,SLC22A1,no,CHEMBL707
fluocinolone acetonide,NR3C1,yes,CHEMBL989
fluocinolone acetonide,ANXA1,yes,CHEMBL989
fluocinolone acetonide,ANXA2,yes,CHEMBL989
fluocinolone acetonide,ANXA3,yes,CHEMBL989
fluocinolone acetonide,ANXA4,yes,CHEMBL989
fluocinolone acetonide,ANXA5,yes,CHEMBL989
fluocinolone acetonide,CYP3A4,no,CHEMBL989
fluocinolone acetonide,SERPINA6,unknown,CHEMBL989
piperazine,GABRB3,yes,CHEMBL1412
piperazine,CYP2D6,unknown,CHEMBL1412
ethosuximide,CACNA1G,yes,CHEMBL696
ethosuximide,CYP2E1,unknown,CHEMBL696
ethosuximide,CYP3A4,unknown,CHEMBL696
ethosuximide,CYP3A7,unknown,CHEMBL696
amiloride,SCNN1A,yes,CHEMBL945
amiloride,SCNN1B,yes,CHEMBL945
amiloride,SCNN1G,yes,CHEMBL945
amiloride,SCNN1D,yes,CHEMBL945
amiloride,AOC1,unknown,CHEMBL945
amiloride,ASIC2,unknown,CHEMBL945
amiloride,ASIC1,unknown,CHEMBL945
amiloride,SLC9A1,unknown,CHEMBL945
amiloride,PLAU,unknown,CHEMBL945
amiloride,AOC1,unknown,CHEMBL945
amiloride,AOC1,unknown,CHEMBL945
amiloride,SLC22A2,unknown,CHEMBL945
amiloride,SLC22A4,unknown,CHEMBL945
oxytetracycline,rpsI,yes,CHEMBL1517
oxytetracycline,rpsD,yes,CHEMBL1517
oxytetracycline,ALB,unknown,CHEMBL1517
oxytetracycline,SLC22A6,unknown,CHEMBL1517
oxytetracycline,SLC22A8,unknown,CHEMBL1517
oxytetracycline,SLC22A11,unknown,CHEMBL1517
oxytetracycline,SLC22A7,unknown,CHEMBL1517
labetalol,ADRB1,yes,CHEMBL429
labetalol,ADRB2,yes,CHEMBL429
labetalol,ADRA1D,yes,CHEMBL429
labetalol,CYP2D6,unknown,CHEMBL429
labetalol,CYP2C19,unknown,CHEMBL429
labetalol,UGT1A1,unknown,CHEMBL429
labetalol,UGT2B7,unknown,CHEMBL429
labetalol,UGT1A9,unknown,CHEMBL429
labetalol,ALB,unknown,CHEMBL429
labetalol,ORM2,unknown,CHEMBL429
labetalol,ABCB5,unknown,CHEMBL429
thiopental,GABRA1,yes,CHEMBL441
thiopental,GABRA2,yes,CHEMBL441
thiopental,GABRA3,yes,CHEMBL441
thiopental,GABRA4,yes,CHEMBL441
thiopental,GABRA5,yes,CHEMBL441
thiopental,GABRA6,yes,CHEMBL441
thiopental,CHRNA4,unknown,CHEMBL441
thiopental,CHRNA7,unknown,CHEMBL441
thiopental,GRIA2,unknown,CHEMBL441
thiopental,GRIK2,unknown,CHEMBL441
thiopental,FAAH,unknown,CHEMBL441
thiopental,CHRM3,unknown,CHEMBL441
thiopental,CYP3A7,unknown,CHEMBL441
thiopental,CYP2C19,no,CHEMBL441
monobenzone,TYR,unknown,CHEMBL1388
linezolid,MAOA,no,CHEMBL126
linezolid,MAOB,no,CHEMBL126
linezolid,ALB,no,CHEMBL126
linezolid,SLC22A6,no,CHEMBL126
linezolid,SLC22A8,no,CHEMBL126
ivermectin,CYP3A4,no,CHEMBL1200633
ivermectin,CYP2D6,no,CHEMBL1200633
ivermectin,CYP2E1,no,CHEMBL1200633
ivermectin,ABCB1,unknown,CHEMBL1200633
ivermectin,ABCC1,unknown,CHEMBL1200633
ivermectin,ABCC2,unknown,CHEMBL1200633
ivermectin,ABCG2,unknown,CHEMBL1200633
ivermectin,SLCO1B1,unknown,CHEMBL1200633
ivermectin,SLCO1B3,unknown,CHEMBL1200633
medroxyprogesterone acetate,PGR,yes,CHEMBL717
medroxyprogesterone acetate,ESR1,yes,CHEMBL717
medroxyprogesterone acetate,ABCB1,unknown,CHEMBL717
medroxyprogesterone acetate,GABRQ,unknown,CHEMBL717
medroxyprogesterone acetate,CYP3A4,unknown,CHEMBL717
medroxyprogesterone acetate,CYP2C8,unknown,CHEMBL717
medroxyprogesterone acetate,HSD3B2,unknown,CHEMBL717
medroxyprogesterone acetate,CYP2C9,unknown,CHEMBL717
medroxyprogesterone acetate,Cyp3a1,unknown,CHEMBL717
medroxyprogesterone acetate,ALB,unknown,CHEMBL717
medroxyprogesterone acetate,ABCB1,unknown,CHEMBL717
cisapride,HTR4,yes,CHEMBL1729
cisapride,HTR3A,yes,CHEMBL1729
cisapride,HTR2A,yes,CHEMBL1729
cisapride,KCNH2,unknown,CHEMBL1729
cisapride,CYP3A7,unknown,CHEMBL1729
cisapride,CYP3A4,unknown,CHEMBL1729
cisapride,CYP3A5,unknown,CHEMBL1729
cisapride,CYP2A6,unknown,CHEMBL1729
cisapride,CYP2B6,unknown,CHEMBL1729
cisapride,CYP2C19,unknown,CHEMBL1729
cisapride,CYP2C8,unknown,CHEMBL1729
cisapride,CYP2C9,unknown,CHEMBL1729
cisapride,CYP2D6,unknown,CHEMBL1729
sulindac,PTGS2,yes,CHEMBL15770
sulindac,PTGS1,unknown,CHEMBL15770
sulindac,AKR1B1,unknown,CHEMBL15770
sulindac,MAPK3,unknown,CHEMBL15770
sulindac,PPARD,unknown,CHEMBL15770
sulindac,PTGDR2,unknown,CHEMBL15770
sulindac,AKR1B10,unknown,CHEMBL15770
sulindac,CYP1A1,unknown,CHEMBL15770
sulindac,ALB,unknown,CHEMBL15770
sulindac,SLC22A6,unknown,CHEMBL15770
cyclothiazide,FXYD2,yes,CHEMBL61593
cyclothiazide,CA1,unknown,CHEMBL61593
cyclothiazide,CA2,unknown,CHEMBL61593
cyclothiazide,SFRP4,unknown,CHEMBL61593
cyclothiazide,CA9,yes,CHEMBL61593
cyclothiazide,SLC22A6,unknown,CHEMBL61593
nafcillin,pbp1b,yes,CHEMBL1443
nafcillin,penA,yes,CHEMBL1443
nafcillin,pbp2a,yes,CHEMBL1443
nafcillin,pbp3,yes,CHEMBL1443
nafcillin,pbpA,yes,CHEMBL1443
nafcillin,CYP3A4,unknown,CHEMBL1443
nafcillin,CYP1A2,unknown,CHEMBL1443
nafcillin,ALB,unknown,CHEMBL1443
nafcillin,SLC22A6,unknown,CHEMBL1443
chloroquine,GSTA2,unknown,CHEMBL76
chloroquine,TNF,unknown,CHEMBL76
chloroquine,TLR9,unknown,CHEMBL76
chloroquine,GST,unknown,CHEMBL76
chloroquine,HMGB1,unknown,CHEMBL76
chloroquine,GSTM1,unknown,CHEMBL76
chloroquine,ACE2,unknown,CHEMBL76
chloroquine,CYP2C8,unknown,CHEMBL76
chloroquine,CYP3A4,unknown,CHEMBL76
chloroquine,CYP3A5,no,CHEMBL76
chloroquine,CYP2D6,unknown,CHEMBL76
chloroquine,CYP1A1,unknown,CHEMBL76
chloroquine,ALB,unknown,CHEMBL76
chloroquine,ORM2,unknown,CHEMBL76
chloroquine,ABCB1,unknown,CHEMBL76
ethionamide,inhA,yes,CHEMBL1441
ethionamide,katG,unknown,CHEMBL1441
metaraminol,ADRA1A,yes,CHEMBL1201319
butorphanol,OPRK1,yes,CHEMBL33986
butorphanol,OPRD1,yes,CHEMBL33986
butorphanol,OPRM1,yes,CHEMBL33986
bisoprolol,ADRB1,yes,CHEMBL645
bisoprolol,ADRB2,no,CHEMBL645
bisoprolol,CYP3A4,unknown,CHEMBL645
bisoprolol,ABCB1,unknown,CHEMBL645
amodiaquine,HNMT,unknown,CHEMBL682
amodiaquine,CYP2C8,unknown,CHEMBL682
amodiaquine,CYP1A1,unknown,CHEMBL682
amodiaquine,CYP1B1,unknown,CHEMBL682
amodiaquine,CYP2D6,unknown,CHEMBL682
amodiaquine,CYP2C9,unknown,CHEMBL682
amodiaquine,ABCB1,unknown,CHEMBL682
furazolidone,MAOB,unknown,CHEMBL1103
furazolidone,MAOA,unknown,CHEMBL1103
rifabutin,rpoA,yes,CHEMBL444633
rifabutin,rpoB,yes,CHEMBL444633
rifabutin,rpoC,yes,CHEMBL444633
rifabutin,HSP90AA1,no,CHEMBL444633
rifabutin,HSP90B1,no,CHEMBL444633
rifabutin,CYP3A4,unknown,CHEMBL444633
rifabutin,CYP2C19,no,CHEMBL444633
rifabutin,CYP2B6,no,CHEMBL444633
rifabutin,CYP2C8,no,CHEMBL444633
rifabutin,CYP2C9,no,CHEMBL444633
rifabutin,ABCB1,unknown,CHEMBL444633
candoxatril,MME,yes,CHEMBL35084
candoxatril,ACE,unknown,CHEMBL35084
paramethadione,CACNA1I,yes,CHEMBL1100
paramethadione,CYP2E1,unknown,CHEMBL1100
paramethadione,CYP3A4,unknown,CHEMBL1100
paramethadione,CYP2C9,unknown,CHEMBL1100
paramethadione,CYP2C8,unknown,CHEMBL1100
demeclocycline,AVPR2,unknown,CHEMBL1591
imatinib,BCR,yes,CHEMBL941
imatinib,KIT,yes,CHEMBL941
imatinib,RET,yes,CHEMBL941
imatinib,NTRK1,unknown,CHEMBL941
imatinib,CSF1R,unknown,CHEMBL941
imatinib,PDGFRA,unknown,CHEMBL941
imatinib,DDR1,unknown,CHEMBL941
imatinib,ABL1,unknown,CHEMBL941
imatinib,PDGFRB,unknown,CHEMBL941
imatinib,CYP3A4,unknown,CHEMBL941
imatinib,CYP3A5,unknown,CHEMBL941
imatinib,CYP3A7,unknown,CHEMBL941
imatinib,CYP1A2,unknown,CHEMBL941
imatinib,CYP2C9,unknown,CHEMBL941
imatinib,CYP2D6,unknown,CHEMBL941
imatinib,CYP2C19,unknown,CHEMBL941
imatinib,PTGS1,unknown,CHEMBL941
imatinib,CYP2C8,unknown,CHEMBL941
imatinib,ALB,unknown,CHEMBL941
imatinib,ORM1,unknown,CHEMBL941
imatinib,SLC22A1,unknown,CHEMBL941
imatinib,ABCB1,unknown,CHEMBL941
imatinib,SLC22A2,unknown,CHEMBL941
imatinib,ABCG2,unknown,CHEMBL941
imatinib,ABCA3,unknown,CHEMBL941
imatinib,ABCB11,no,CHEMBL941
triamcinolone,NR3C1,yes,CHEMBL1451
triamcinolone,CYP3A4,unknown,CHEMBL1451
triamcinolone,PTGS2,unknown,CHEMBL1451
triamcinolone,BCHE,unknown,CHEMBL1451
triamcinolone,CYP3A5,unknown,CHEMBL1451
triamcinolone,CYP3A7,unknown,CHEMBL1451
triamcinolone,SERPINA6,unknown,CHEMBL1451
triamcinolone,ALB,unknown,CHEMBL1451
oxandrolone,AR,yes,CHEMBL1200436
oxandrolone,CYP2C9,unknown,CHEMBL1200436
nicardipine,CACNA1C,yes,CHEMBL1484
nicardipine,CACNB2,yes,CHEMBL1484
nicardipine,CACNA2D1,yes,CHEMBL1484
nicardipine,CACNA1D,yes,CHEMBL1484
nicardipine,PDE1A,unknown,CHEMBL1484
nicardipine,PDE1B,unknown,CHEMBL1484
nicardipine,ADRA1A,unknown,CHEMBL1484
nicardipine,ADRA1B,unknown,CHEMBL1484
nicardipine,ADRA1D,unknown,CHEMBL1484
nicardipine,CHRM1,unknown,CHEMBL1484
nicardipine,CHRM2,unknown,CHEMBL1484
nicardipine,CHRM3,unknown,CHEMBL1484
nicardipine,CHRM4,unknown,CHEMBL1484
nicardipine,CHRM5,unknown,CHEMBL1484
nicardipine,CALM1,unknown,CHEMBL1484
nicardipine,CYP3A4,unknown,CHEMBL1484
nicardipine,CYP2D6,unknown,CHEMBL1484
nicardipine,CYP2C19,unknown,CHEMBL1484
nicardipine,CYP2C8,unknown,CHEMBL1484
nicardipine,CYP2B6,unknown,CHEMBL1484
nicardipine,CYP2E1,unknown,CHEMBL1484
nicardipine,CYP3A5,unknown,CHEMBL1484
nicardipine,CYP2C9,no,CHEMBL1484
nicardipine,ABCB1,unknown,CHEMBL1484
nicardipine,SLCO1B1,unknown,CHEMBL1484
nicardipine,ABCB11,no,CHEMBL1484
fluphenazine,DRD2,yes,CHEMBL726
fluphenazine,DRD1,yes,CHEMBL726
fluphenazine,CALM1,unknown,CHEMBL726
fluphenazine,AR,unknown,CHEMBL726
fluphenazine,HTR2A,unknown,CHEMBL726
fluphenazine,HTR2C,unknown,CHEMBL726
fluphenazine,CYP2D6,unknown,CHEMBL726
fluphenazine,CYP2E1,unknown,CHEMBL726
fluphenazine,ABCB1,unknown,CHEMBL726
testosterone,AR,yes,CHEMBL386630
testosterone,ESR1,unknown,CHEMBL386630
testosterone,NR3C2,unknown,CHEMBL386630
testosterone,CYP3A4,unknown,CHEMBL386630
testosterone,CYP3A5,unknown,CHEMBL386630
testosterone,CYP3A7,unknown,CHEMBL386630
testosterone,CYP3A43,unknown,CHEMBL386630
testosterone,CYP19A1,unknown,CHEMBL386630
testosterone,MAOA,unknown,CHEMBL386630
testosterone,CYP11A1,unknown,CHEMBL386630
testosterone,CYP1A1,unknown,CHEMBL386630
testosterone,CYP1B1,unknown,CHEMBL386630
testosterone,CYP2A13,unknown,CHEMBL386630
testosterone,CYP2B6,unknown,CHEMBL386630
testosterone,CYP2C19,unknown,CHEMBL386630
testosterone,CYP2C9,unknown,CHEMBL386630
testosterone,CYP2C8,unknown,CHEMBL386630
testosterone,ALB,no,CHEMBL386630
testosterone,SHBG,no,CHEMBL386630
testosterone,SLC22A8,unknown,CHEMBL386630
testosterone,SLC22A7,unknown,CHEMBL386630
testosterone,SLC10A1,unknown,CHEMBL386630
testosterone,ABCG2,unknown,CHEMBL386630
testosterone,SLCO1B3,unknown,CHEMBL386630
efavirenz,pol,yes,CHEMBL223228
efavirenz,CYP2C19,unknown,CHEMBL223228
efavirenz,CYP2C9,unknown,CHEMBL223228
efavirenz,CYP2B6,unknown,CHEMBL223228
efavirenz,CYP3A4,unknown,CHEMBL223228
efavirenz,CYP3A5,unknown,CHEMBL223228
efavirenz,CYP3A7,unknown,CHEMBL223228
efavirenz,CYP1A2,unknown,CHEMBL223228
efavirenz,CYP2D6,unknown,CHEMBL223228
efavirenz,CYP2C8,unknown,CHEMBL223228
efavirenz,UGT1A1,no,CHEMBL223228
efavirenz,ALB,unknown,CHEMBL223228
efavirenz,ABCB11,no,CHEMBL223228
efavirenz,SLC22A1,unknown,CHEMBL223228
bacitracin,IDE,yes,CHEMBL1200558
bacitracin,A2M,unknown,CHEMBL1200558
bacitracin,bcrA,unknown,CHEMBL1200558
bacitracin,bcrB,unknown,CHEMBL1200558
bacitracin,bcrC,unknown,CHEMBL1200558
niacin,HCAR3,yes,CHEMBL573
niacin,HCAR2,yes,CHEMBL573
niacin,QPRT,yes,CHEMBL573
niacin,NNMT,yes,CHEMBL573
niacin,CYP2D6,unknown,CHEMBL573
niacin,CYP3A4,unknown,CHEMBL573
niacin,CYP2E1,unknown,CHEMBL573
niacin,SERPINA7,no,CHEMBL573
niacin,SLC22A5,unknown,CHEMBL573
niacin,SLCO2B1,unknown,CHEMBL573
niacin,SLC16A1,unknown,CHEMBL573
niacin,SLC5A8,unknown,CHEMBL573
niacin,SLC16A3,unknown,CHEMBL573
clorazepic acid,GABRQ,yes,CHEMBL1213252
clorazepic acid,GABRG3,yes,CHEMBL1213252
clorazepic acid,CYP3A4,unknown,CHEMBL1213252
guanabenz,ADRA2A,yes,CHEMBL420
guanabenz,ADRA2B,unknown,CHEMBL420
guanabenz,CYP1A2,unknown,CHEMBL420
alendronic acid,FDPS,yes,CHEMBL870
alendronic acid,PTPN4,unknown,CHEMBL870
alendronic acid,PTPRS,unknown,CHEMBL870
alendronic acid,PTPRE,unknown,CHEMBL870
alendronic acid,ATP6V1A,unknown,CHEMBL870
clofarabine,POLA1,yes,CHEMBL1750
clofarabine,RRM1,yes,CHEMBL1750
clofarabine,DCK,unknown,CHEMBL1750
clofarabine,ABCG2,unknown,CHEMBL1750
dexmedetomidine,ADRA2A,yes,CHEMBL778
dexmedetomidine,CYP2E1,unknown,CHEMBL778
dexmedetomidine,CYP1A2,unknown,CHEMBL778
dexmedetomidine,CYP1A1,unknown,CHEMBL778
dexmedetomidine,CYP2D6,unknown,CHEMBL778
sulfacetamide,folP,yes,CHEMBL455
sulfacetamide,sulI,yes,CHEMBL455
sulfacetamide,FOL1,yes,CHEMBL455
prednisone,NR3C1,yes,CHEMBL635
prednisone,CYP3A4,unknown,CHEMBL635
prednisone,CYP2C19,unknown,CHEMBL635
prednisone,CYP3A5,unknown,CHEMBL635
prednisone,CYP3A7,unknown,CHEMBL635
prednisone,CYP2A6,unknown,CHEMBL635
prednisone,CYP1B1,unknown,CHEMBL635
prednisone,CYP2B6,unknown,CHEMBL635
prednisone,CYP2C8,unknown,CHEMBL635
prednisone,CYP2C9,unknown,CHEMBL635
prednisone,HSD11B1,unknown,CHEMBL635
prednisone,ALB,unknown,CHEMBL635
prednisone,SERPINA6,unknown,CHEMBL635
prednisone,ABCB1,unknown,CHEMBL635
prednisone,SLCO1A2,unknown,CHEMBL635
clofibrate,PPARA,yes,CHEMBL565
clofibrate,CYP2E1,unknown,CHEMBL565
clofibrate,GSTA2,unknown,CHEMBL565
clofibrate,CYP3A4,unknown,CHEMBL565
clofibrate,CYP1A1,unknown,CHEMBL565
clofibrate,CYP4A11,unknown,CHEMBL565
clofibrate,SERPINA7,no,CHEMBL565
astemizole,HRH1,yes,CHEMBL296419
astemizole,KCNH2,unknown,CHEMBL296419
astemizole,KCNH1,unknown,CHEMBL296419
astemizole,MAPT,unknown,CHEMBL296419
astemizole,CYP3A4,unknown,CHEMBL296419
astemizole,CYP3A5,unknown,CHEMBL296419
astemizole,CYP3A7,unknown,CHEMBL296419
astemizole,CYP2D6,unknown,CHEMBL296419
astemizole,CYP2J2,unknown,CHEMBL296419
astemizole,ABCB1,unknown,CHEMBL296419
astemizole,ABCB11,no,CHEMBL296419
inulin,cft,no,CHEMBL1201646
adenosine,ADORA1,yes,CHEMBL477
adenosine,ADORA2A,yes,CHEMBL477
adenosine,ADORA2B,yes,CHEMBL477
adenosine,ADORA3,yes,CHEMBL477
adenosine,ADA,unknown,CHEMBL477
adenosine,ADK,unknown,CHEMBL477
adenosine,AK1,unknown,CHEMBL477
adenosine,NME1,unknown,CHEMBL477
adenosine,NME2,unknown,CHEMBL477
adenosine,PNP,unknown,CHEMBL477
adenosine,XDH,unknown,CHEMBL477
adenosine,ALB,unknown,CHEMBL477
adenosine,SLC29A1,unknown,CHEMBL477
adenosine,SLC29A2,unknown,CHEMBL477
adenosine,SLC29A3,unknown,CHEMBL477
adenosine,SLC29A4,unknown,CHEMBL477
adenosine,SLC28A1,unknown,CHEMBL477
adenosine,SLC28A2,unknown,CHEMBL477
adenosine,GJA1,unknown,CHEMBL477
adenosine,SLC28A3,unknown,CHEMBL477
simvastatin,HMGCR,yes,CHEMBL1064
simvastatin,ITGAL,unknown,CHEMBL1064
simvastatin,HDAC2,unknown,CHEMBL1064
simvastatin,CYP3A4,unknown,CHEMBL1064
simvastatin,CYP3A5,unknown,CHEMBL1064
simvastatin,CYP2C8,unknown,CHEMBL1064
simvastatin,CYP2C9,unknown,CHEMBL1064
simvastatin,CYP2D6,unknown,CHEMBL1064
simvastatin,CYP2B6,unknown,CHEMBL1064
simvastatin,UGT1A1,unknown,CHEMBL1064
simvastatin,UGT1A3,unknown,CHEMBL1064
simvastatin,UGT2B7,unknown,CHEMBL1064
simvastatin,CYP2C19,unknown,CHEMBL1064
simvastatin,ABCB1,unknown,CHEMBL1064
simvastatin,SLCO1A2,unknown,CHEMBL1064
simvastatin,SLCO1B1,unknown,CHEMBL1064
simvastatin,ABCC2,unknown,CHEMBL1064
simvastatin,ABCB11,no,CHEMBL1064
simvastatin,SLCO2B1,unknown,CHEMBL1064
simvastatin,SLCO1B3,unknown,CHEMBL1064
pemetrexed,TYMS,yes,CHEMBL225072
pemetrexed,ATIC,yes,CHEMBL225072
pemetrexed,DHFR,yes,CHEMBL225072
pemetrexed,GART,yes,CHEMBL225072
pemetrexed,DCK,unknown,CHEMBL225072
pemetrexed,SLC29A1,unknown,CHEMBL225072
pemetrexed,SLC22A8,unknown,CHEMBL225072
mebendazole,TUBA1A,yes,CHEMBL685
mebendazole,TUBB4B,yes,CHEMBL685
mebendazole,CYP1A1,unknown,CHEMBL685
mebendazole,CYP3A7,unknown,CHEMBL685
gonadorelin,GNRHR,yes,CHEMBL1007
gonadorelin,GNRHR2,yes,CHEMBL1007
dyclonine,SCN10A,yes,CHEMBL1201217
nystatin,SLCO1B1,unknown,CHEMBL450895
nystatin,SLCO1B3,unknown,CHEMBL450895
mitotane,CYP11B1,yes,CHEMBL1670
mitotane,FDX1,unknown,CHEMBL1670
mitotane,ESR1,unknown,CHEMBL1670
mitotane,PGR,unknown,CHEMBL1670
mitotane,AR,unknown,CHEMBL1670
mitotane,CYP3A4,unknown,CHEMBL1670
mitotane,SHBG,unknown,CHEMBL1670
mitotane,SERPINA6,unknown,CHEMBL1670
mitotane,SERPINA7,no,CHEMBL1670
mitotane,ABCB1,unknown,CHEMBL1670
stavudine,pol,yes,CHEMBL991
stavudine,ALB,unknown,CHEMBL991
stavudine,SLC22A6,unknown,CHEMBL991
stavudine,SLC28A1,unknown,CHEMBL991
leucovorin,SLC22A8,unknown,CHEMBL1679
dyphylline,PDE4B,yes,CHEMBL1752
dyphylline,PDE4A,yes,CHEMBL1752
dyphylline,PDE4C,yes,CHEMBL1752
dyphylline,PDE4D,yes,CHEMBL1752
dyphylline,ADORA1,yes,CHEMBL1752
dyphylline,ADORA2A,yes,CHEMBL1752
pentazocine,OPRM1,yes,CHEMBL100116
pentazocine,OPRM1,yes,CHEMBL560
pentazocine,OPRK1,yes,CHEMBL100116
pentazocine,OPRK1,yes,CHEMBL560
pentazocine,SIGMAR1,yes,CHEMBL100116
pentazocine,SIGMAR1,yes,CHEMBL560
pentazocine,ABCB1,unknown,CHEMBL100116
pentazocine,ABCB1,unknown,CHEMBL560
magnesium sulfate,CACNA1A,yes,CHEMBL3989857
latanoprost,PTGFR,yes,CHEMBL1051
latanoprost,SLCO2A1,unknown,CHEMBL1051
latanoprost,SLC22A6,unknown,CHEMBL1051
latanoprost,SLC22A8,unknown,CHEMBL1051
estrone,ESR1,yes,CHEMBL1405
estrone,ESR2,unknown,CHEMBL1405
estrone,AR,unknown,CHEMBL1405
estrone,CYP19A1,unknown,CHEMBL1405
estrone,SHBG,unknown,CHEMBL1405
estrone,CYP1A1,unknown,CHEMBL1405
estrone,CYP1A2,unknown,CHEMBL1405
estrone,CYP3A4,no,CHEMBL1405
estrone,CYP1B1,unknown,CHEMBL1405
estrone,CYP2B6,unknown,CHEMBL1405
estrone,CYP2C9,unknown,CHEMBL1405
estrone,CYP2E1,unknown,CHEMBL1405
estrone,CYP3A5,unknown,CHEMBL1405
estrone,ALB,no,CHEMBL1405
estrone,SLCO2B1,unknown,CHEMBL1405
estrone,ABCB1,unknown,CHEMBL1405
estrone,SLCO1A2,unknown,CHEMBL1405
estrone,ABCG2,unknown,CHEMBL1405
estrone,SLCO1B1,unknown,CHEMBL1405
estrone,SLC22A8,unknown,CHEMBL1405
trazodone,HTR2A,yes,CHEMBL621
trazodone,HTR2C,yes,CHEMBL621
trazodone,SLC6A4,yes,CHEMBL621
trazodone,HTR1A,yes,CHEMBL621
trazodone,HRH1,unknown,CHEMBL621
trazodone,ADRA1A,no,CHEMBL621
trazodone,ADRA2A,no,CHEMBL621
trazodone,Htr2c,unknown,CHEMBL621
trazodone,CYP3A4,unknown,CHEMBL621
trazodone,CYP3A5,unknown,CHEMBL621
trazodone,CYP3A7,unknown,CHEMBL621
trazodone,CYP2D6,unknown,CHEMBL621
trazodone,ABCB1,unknown,CHEMBL621
mecamylamine,CHRNA2,yes,CHEMBL267936
mecamylamine,CHRNA7,unknown,CHEMBL267936
mecamylamine,CHRNA4,unknown,CHEMBL267936
mecamylamine,CHRNB2,unknown,CHEMBL267936
acamprosate,GRIN3B,yes,CHEMBL1201293
acamprosate,GRM5,yes,CHEMBL1201293
acamprosate,GABBR1,yes,CHEMBL1201293
acamprosate,SLC22A6,unknown,CHEMBL1201293
verapamil,CACNA1C,yes,CHEMBL6966
verapamil,CACNA1B,unknown,CHEMBL6966
verapamil,CACNA1A,unknown,CHEMBL6966
verapamil,KCNJ11,unknown,CHEMBL6966
verapamil,CACNA1G,unknown,CHEMBL6966
verapamil,CACNA1H,unknown,CHEMBL6966
verapamil,KCNH2,unknown,CHEMBL6966
verapamil,SLC6A4,unknown,CHEMBL6966
verapamil,ADRA1A,unknown,CHEMBL6966
verapamil,ADRA1B,unknown,CHEMBL6966
verapamil,ADRA1D,unknown,CHEMBL6966
verapamil,CYP3A4,unknown,CHEMBL6966
verapamil,CYP2C8,unknown,CHEMBL6966
verapamil,CYP2C9,unknown,CHEMBL6966
verapamil,CYP3A5,unknown,CHEMBL6966
verapamil,CYP2C18,unknown,CHEMBL6966
verapamil,CYP2B6,unknown,CHEMBL6966
verapamil,CYP2C19,unknown,CHEMBL6966
verapamil,CYP1A2,unknown,CHEMBL6966
verapamil,CYP2E1,unknown,CHEMBL6966
verapamil,CYP2D6,unknown,CHEMBL6966
verapamil,ALB,unknown,CHEMBL6966
